product_name,categories,ingredients_text,countries_en,category_label
Coca-Cola Zero,"Beverages,Artificially sweetened beverages,Carbonated drinks,Diet beverages,Sodas,Diet sodas,Colas,Diet cola soft drink","Carbonated Water, Carmel Color, Phosphoric Acid, Aspartame, Potassium Benzoate, Natural Flavors, Potassium Citrate, Acesulfame Potassium, Caffiene",United States,239
Coca-Cola,"Beverages,Carbonated drinks,Sodas,Sugared beverages,Colas","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",United States,249
Coca-Cola Life,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Colas,Sugared beverages","Carbonated Water,Cane Sugar, Caramel Color, Natural Flavors, Phosphoric Acid, Potassium Benzoate, Caffeine, Stevia Leaf Extract",United States,243
Pistachio Kernels,"Salty snacks,Nuts,Pistachios",Whole Shelled Pistachios,United Kingdom,1807
Facile Kochbeutel Langkornreis,Reis,Reis,Austria,1726
Sugar premium pure cane granulated,Sugars,Sugar.,United States,1929
S.Pellegrino,"Beverages,Waters,Non-sugared beverages,Mineral Water,Sparkling Mineral Water,Sparkling Water",Natural Mineral Water with natural CO2 added,"France,United States",266
Rasta Fire - Orange Krush - The Habanero Sauce,sauces,"habanero peppers, vinegar, salt, celery seed, mustard, black pepper, bay leaves, clove, allspice, ginger, mace, cinnamon, paprika, and xanthan gum",United States,2328
Unsalted Butter,"Butters,Animal fats,Fats,Dairies",unsalted butter ,United Kingdom,332
Organic Yellow Mustard,yellow mustard,"Organic grain vinegar, water, organic mustard seed, salt, organic sugar, organic turmeric, organic paprika, organic spices.",United States,2356
Organic Salted Microwave Popcorn,popcorn,"Organic popcorn, organic palm oil, salt.",United States,2312
Orangina,sodas,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, ORANGE JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, ORANGE PULP, MANDARIN JUICE CONCENTRATE, NATURAL FLAVORS, GRAPEFRUIT JUICE CONCENTRATE ",United States,2337
Broccoli Florets,"Broccoli Florets,Broccoli",Broccoli florets,United Kingdom,318
Strawberry Preserves,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Berry jams,Strawberry jams","STRAWBERRIES, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR, FRUIT PECTIN, CITRIC ACID  ",United States,1414
Natural peanut butter,Peanut butters,peanuts,United States,1351
Creamy Peanut Butter,"Plant-based foods and beverages,Plant-based foods,Spreads,Legumes and their products,Plant-based spreads,Nuts and their products,Oilseed purees,Nut butters,Legume butters,Peanut butters","Roasted Peanuts, Sugar, Molasses, Fully Hydrogenated Vegetable Oils, Rapeseed, Soybean, Mono and Diglycerides, Salt",United States,1569
Crisco Blends,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Mixed vegetable oils","canola oil, sunflower oil, soybean oil",United States,1458
Boston Harbour Tea,Teas,"Superior teas from Darjeeling, India and Ceylon.",United States,1966
Almond Butter,Almond Butter,Dry roasted almonds.,United States,113
Parsley flakes,"Groceries,Condiments,Culinary plants,Parsley",Parsley Flakes  ,United States,905
Real Mayonnaise,Mayonnaise,"Soybean oil, eggs, water, distilled and cider vinegar, salt, oleoresin paprika, natural flavors, calcium disodium edta added to protect flavor.",United States,1166
Organic Red Palm Oil,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Palm oils",Organic Red Palm Oil,United States,1461
Whole Unpeeled Straw Mushrooms,"Plant-based foods and beverages,Plant-based foods,Canned foods,Canned plant-based foods,Mushrooms and their products,Canned mushrooms","Straw mushrooms, water, salt",United States,1416
Ball Park Lean Beef Franks,"Hot Dogs,meats","Beef, Water, Salt, Potassium Lactate, Corn Syrup, Sodium Phosphate, Flavor, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrate, Extractive of Paprika",United States,990
Cottage Cheese,"Dairies,Cottage cheese","milk ingredients, bacterial culture, salt, citric acid, guar gum, monoglycerides, diglycerides, xanthan gum, locust bean gum, microbial enzyme, carbon dioxide",Canada,570
Cranberries Dried and Sweetened,Dried Fruit,"Cranberries, sugar, sunflower oil",Saint Pierre and Miquelon,620
Medium Cheddar,Medium cheddar,"Milk, modified milk ingredienls, bacterial culture, salt, cellulose powder microbial enzyme, colour, calcium chloride, natamycin. ",,1189
Organic Ketchup,Ketchup,"ORGANIC TOMATO PUREE, ORGANIC SUGAR, ORGANIC WHITE VINEGAR, SALT, ORGANIC ONION POWDER, ORGANIC SPICES",United States,1061
French's Yellow Mustard,"Mustard,Condiment","Vinegar,Water,Mustard seed, Salt, Turmeric, Paprika, Spices,Natural flavour, Garlic powder",Canada,1279
Creamy Strawberry,"Dairies,Yogurts","skim milk, sugar, modified milk ingredients, cream, modified corn starch, strawberries, water, pectin, natural colour, natural flavour, active bacterial cultures, vitamin D3",Canada,598
Creamy Peach,"yogurt,dairy","skim milk, sugar, modified milk ingredients, cream, peaches, modified corn starch, water, pectin, natural flavour, active bacterial cultures, lemon juice concentrate, natural colour, vitamin D3",Canada,2357
Dried Porcini Mushrooms,"Plant-based foods and beverages,Plant-based foods,Dried foods,Dried plant-based foods,Mushrooms and their products,Dried mushrooms",dried porcini mushrooms,United Kingdom,1453
Sunset Campari Tomatoes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and tomato products,Tomatoes",Campari tomatoes,United States,1550
6 large grade AA eggs,"Farming products,Eggs,Grade AA Eggs",large eggs,United States,723
Carrots,Carrots,Carrots,United Kingdom,388
Mint,Herbs,Mint,United Kingdom,976
Coriander,Herbs,Coriander,United Kingdom,976
Hobnobs,"Sugary snacks,Biscuits and cakes,Biscuits,Cookies","rolled oats, whole wheat flour, sugar, palm oil, liquid invert sugar, sodium bicarbonate, ammonium bicarbonate, salt",Canada,1931
Orange Minute Maid,Orange juice,"filtered water, concentrated orange juice",Saint Pierre and Miquelon,1319
Organic White Quinoa,White Quinoa,Organic white quinoa.,United States,2120
Dark chocolate,"Sugary snacks,Chocolates","sugar, unsweetened chocolate, cocoa butter, canola lecithin, polyglycerol polyricinoleate, artificial flavour",Canada,1933
Wheat Squares Cereal,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products","organic whole grain whole wheat, organic brown sugar, organic barley malt extract, sea salt",Canada,1423
Milk chocolate with hazelnuts,"Sugary snacks,Chocolates","sugar, milk powder, hazelnuts, cocoa butter, unsweetened chocolate, canola lecithin, natural vanilla flavour",Canada,1933
Kippered fillets,Smoked fish,"Naturally smoked herring fillets, water, salt, sodium hexametaphosphate",Saint Pierre and Miquelon,1861
Gluten free flour,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Flours","Rice flour, potato starc, maize flour.",United Kingdom,1439
Chick Peas,Canned chickpeas,"chick peas, water, salt, disodium edta",Canada,355
Pindjur,Poivrons rouges en conserve,"Piments rouges,tomates, oignons, aubergines, huile de tournesol, sucre, ail, sel, persil, vinaigre, piments forts",Canada,1624
Orange Juice,orange juice,ORGANIC ORANGE JUICE,United States,2299
Organic Lentil Vegetable Soup,"Canned foods,Meals,Soups,Canned meals","FILTERED WATER, ORGANIC ONIONS, ORGANIC LENTILS, ORGANIC CARROTS, ORGANIC CELERY, ORGANIC POTATOES, ORGANIC SPINACH, ORGANIC GREEN BEANS, ORGANIC DICED TOMATOES, ORGANIC TOMATO PUREE, ORGANIC EXTRA VIRGIN OLIVE OIL, SEA SALT, ORGANIC GARLIC, ORGANIC BALSAMIC VINEGAR, ORGANIC BLACK PEPPER, ORGANIC SPICES, BAY LEAVES.",United States,360
Fortified Almond Beverage,"Plant-based foods and beverages,Beverages,Plant-based foods,Plant-based beverages,Milk substitute,Nuts and their products,Plant milks,Nut milks,Almond milks,Non-sugared beverages","filtered water, almonds, calcium carbonate, sunflower oil, sea salt, xantham gum, guar gum, gellan gum, zinc sulfate, riboflavin, vitamin D2, vitamin B12, vitamin A palmitate",Canada,1408
Organic Fortified Soy Beverage - Chocolate,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Non-sugared beverages,Chocolate soy milks","filtered water, whole organic soybeans, organic cane sugar, organic sunflower oil, organic canola oil, organic cocoa, calcium carbonate, natural falvours, sea salt, xanthan gum, vitamin A, palmitate, riboflavin, vitamin D2, vitamin B12, thiamine, niacin, vitamin B6, pantothenate",Canada,1407
Still Scottish mountain water,"Beverages,Waters,Non-sugared beverages",Water,United Kingdom,264
Buttermilk,milk,"partly skimmed milk, salt, bacterial culture",Canada,2284
Sour Cream,Sour Cream,"Cream, Milk, Modified milk ingredients, Modified corn starch, Guar gum, Carrageenan, Carob bean gum, Sodium citrate, Citric acid, Bacterial culture.",Canada,1877
Premium Organic Tofu Extra Firm,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat analogues,Tofu","canadian organic non-gmo soybeans, water, magnesium chloride",Canada,1562
"The Chateau Restaurant, Marinara Sauce",Marinara Sauce,"Pastene tomatoes, fresh onions, fresh garlic, soybean oil, olive oil, sugar, salt, fresh basil, spices, crushed red pepper.",United States,1161
Sugar free peppermint gum,"Sugary snacks,Confectioneries,Candies,Gum","Sorbitol, E965, E967, sucralose, tocopherol-rich extract, peppermint, menthol, gum arabic, glycerol, E903",United Kingdom,1939
Oasis classic,"Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Orange juices,juices","Water, Concentrated Orange Juice",United States,259
Pure Life,water,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE, MAGNESIUM SULFATE.",United States,2350
Vermicelle de riz,Vermicelle de riz,riz pur,Saint Pierre and Miquelon,2033
Organic Microwave Popcorn,popcorn,"Organic yellow popcorn, organic palm oil, salt.",United States,2312
"Microwave Popcorn, Light Butter",popcorn,"Organic yellow popcorn, organic palm oil, salt, organic butter flavor.",United States,2312
English Breakfast,Schwarztees,Schwarztee,"Germany,Switzerland",1839
Pure Darjeeling tea,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Teas,Black teas,Non-sugared beverages",Schwarztee.,,1395
Twinings Herbal Infusions Pure Camomile,"Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Herbal teas,Non-sugared beverages,Tea Bags",Camomile,Australia,1401
Matzos Unsalted,Matzos,"Unbleached wheat flour, water,canola oil, malt.",United States,1165
Fradiavolo Sauce,Tomato sauces,"Whole tomatoes, onions, olive oil, salt, garlic, spices, basil.",United States,1997
Classic marinara,"Sauces,Tomato sauces","Imported Italian Tomatoes, pure Italian olive oil, Fresh onions, Fresh Basil, Fresh Garlic, Seal Salt and spices.",United States,1826
Goat Milk Cheese,Goat Milk Cheese,"Cultured goat milk, salt, microbial enzymes.",United States,876
Sour Patch Kids,candy,"SUGAR, INVERT SUGAR, CORN SYRUP, MODIFIED CORN STARCH, TARTARIC ACID, CITRIC ACID, NATURAL AND ARTIFICIAL FLAVORING, YELLOW 6, RED 40, YELLOW 5 AND BLUE 1.",United States,2177
Swedish Fish,"Sugary snacks,Confectioneries,Candies","SUGAR, INVERT SUGAR, CORN SYRUP, MODIFIED CORN STARCH, CITRIC ACID, WHITE MINERAL OIL, ARTIFICIAL FLAVORS, RED 40 AND CARNAUBA WAX.",United States,1938
Anchovy Paste,Anchovy Paste,"Anchovies, sunflower oil, salt.",United States,130
Yellow Mustard,Mustard,"Vinegar, water, mustard seed, salt, turmeric, paprika.",United States,1278
Key Lime Twist Natural Cane Soda,Fruit sodas,"Pure triple filtered carbonated water, sugar, citric acid, natural fruit flavors with extracts of lemons and limes.",United States,829
Milk Vitamin D,"Dairies,Milks","Milk, Vitamin D3",United States,586
"Microwave Popcorn, Natural Flavor",popcorn,"Popcorn, partially hydrogenated soybean oil, salt.",United States,2312
RAPA Scrapple Our Original,"Meats,Scrapple,pork","Pork Stock, Pork Livers, Pork Fat, Pork Snouts, Corn Meal, Pork Hearts, Wheat Flour, Salt, Spices",United States,1188
La Preferida Chick Peas,Chickpeas,Chick peas garbanzos.,United States,448
Arogant Frog Cabernet Sauvignon Merlot Wine Limited Christmas Edition,"Beverages,Alcoholic beverages,Wines,Red wines",Not Specifed,Australia,233
Mendota Sparkling,"sparkling water,carbonated drink","carbonated water, natural lemon flavor  ",United States,2339
Tootsie Roll,"Candy,Chews","Sugar, Corn Syrup, Partially Hydrogenated Soybean Oil, Condensed Skim Milk, Cocoa, Whey, Soya Lecithin, Artificial and Natural Flavors",United States,348
Skim Milk,"Dairies,Milks","FAT FREE MILK, VITAMIN A PALMITATE, VITAMIN D3",United States,586
Tomato Ketchup,Ketchup,"Tomato concentrate, sugar, distilled vinegar, salt, onion powder, spice, natural flavor.",United States,1061
Organics Natural Microwave Popcorn,popcorn,"Organic gourmet yellow popcorn, organic palm oil, salt.",United States,2312
"Organic Microwave Popcorn, Butter",popcorn,"Organic popcorn, organic butter flavor, organic palm oil, salt, annato.",United States,2312
Tomato Ketchup,Ketchup,"Tomato concentrate, sugar, distilled vinegar, salt, onion powder, spice, natural flavor.",United States,1061
Leche,milk,"Milk, vitamin d3",United States,2284
Cilantro salsa mild,Salsa,"TOMATOES, WATER, FRESH ONIONS, FRESH JALAPENO PEPPERS, CILANTRO, TOMATO PASTE, SALT, CITRIC ACID AND XANTHAN GUM. GLUTEN-FREE.",United States,1795
Olive Bruschetta,Bruschetta,"GREEN OLIVES, OLIVE OIL, BLACK OLIVES, RED PEPPERS, YELLOW PEPPERS, CAPERS, VINEGAR, SPICES, ASCORBIC ACID, SALT, CITRIC ACID.  ",United States,325
Koshihikari Echigo Beer,"Beverages,Alcoholic beverages,Beers",Japanese Rice Lager,United States,214
Goat Milk Butter,"Goat milk butter,Butters","Pasteurized goat milk cream, salt, natural flavor.",United States,878
Whole Milk,"Dairies,Milks,Whole Milks","MILK, VITAMIN D3",United States,594
Fat Free Milk,Fat Free Milk,"Nonfat milk, vitamin A, palmitate, vitamin D3.",United States,727
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavors.",United States,1061
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavors.",United States,1061
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavor.",United States,1061
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice natural flavors.",United States,1061
Maple Turkey Breast,"Meats,Poultries,Turkeys","TURKEY, TURKEY BROTH, SALT, BROWN SUGAR, POTASSIUM ACETATE, SODIUM PHOSPHATES, POTASSIUM LACTATE, SODIUM ERYTHORBATE, SODIUM NITRITE",United States,1184
Original Pure Olive Oil,Olive oil,Extra Virgin Olive Oil,United States,1310
Imported Gourmet Non-Pareil Capers,Capers,"CAPERS, WATER, DISTILLED VINEGAR, SEA SALT.",United States,379
Jeff's Naturals Whole Golden Greek Peperoncini,Pickled peppers,"peppers, water, organic distilled vinegar, sea salt, turmeric, beta-carotene, rosemary extract",United States,1373
Arrabiata Sauce,Pasta Sauce,"Imported Plum Tomatoes From the San Marzano Region, Imported Olive Oil, Fresh Onions, Sea Salt, Fresh Garlic, Napa Valley Cabernet Sauvignon Wine, Fresh Basil, Crushed Chili Peppers, Black Pepper, Oregano",United States,1346
Homemade Style Marinara Sauce,"Groceries,Sauces,Pasta sauces","IMPORTED ITALIAN PLUM TOMATOES FROM THE SAN MARZANO REGION, IMPORTED OLIVE OIL, FRESH ONIONS, SEA SALT, FRESH GARLIC, NAPA VALLEY CABERNET SAUVIGNON WINE, FRESH BASIL, BLACK PEPPER, OREGANO",United States,918
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavors.",United States,1061
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavors.",United States,1061
Tomato Ketchup,Ketchup,"Tomato concentrate, high fructose corn syrup, vinegar, corn syrup, salt, onion powder, spice, natural flavors.",United States,1061
Orgnic Brown Rice Pasta,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Grain products,Rice pasta",Organic Brown Rice Flour,United States,1431
